date,open,high,low,close,volume
2024-10-31,2455.0,2535.0,2005.0,2015.0,19937242
2024-11-01,2010.0,2025.0,2005.0,2020.0,502282
2024-11-04,2020.0,2025.0,2015.0,2025.0,135232
2024-11-05,2025.0,2035.0,2020.0,2030.0,135439
2024-11-06,2030.0,2035.0,2025.0,2035.0,163704
2024-11-07,2035.0,2045.0,2030.0,2035.0,100204
2024-11-08,2035.0,2040.0,2025.0,2035.0,102292
2024-11-11,2030.0,2035.0,2025.0,2025.0,94103
2024-11-12,2025.0,2025.0,2020.0,2025.0,108235
2024-11-13,2020.0,2025.0,2015.0,2020.0,105400
2024-11-14,2010.0,2020.0,2000.0,2010.0,238027
2024-11-15,2010.0,2015.0,2010.0,2010.0,26999
2024-11-18,2010.0,2020.0,2010.0,2010.0,93054
2024-11-19,2010.0,2020.0,2010.0,2015.0,17758
2024-11-20,2015.0,2015.0,2000.0,2010.0,41013
2024-11-21,2010.0,2015.0,2000.0,2005.0,42640
2024-11-22,2010.0,2010.0,2000.0,2005.0,26942
2024-11-25,2005.0,2010.0,2000.0,2010.0,51492
2024-11-26,2005.0,2015.0,2000.0,2010.0,30116
2024-11-27,2010.0,2010.0,2005.0,2010.0,6654
2024-11-28,2010.0,2010.0,2000.0,2010.0,12305
2024-11-29,2010.0,2015.0,2005.0,2010.0,15528
2024-12-02,2010.0,2015.0,1990.0,2015.0,71871
2024-12-03,2005.0,2015.0,2005.0,2010.0,10209
2024-12-04,1998.0,2015.0,1998.0,2010.0,9960
2024-12-05,2005.0,2010.0,1999.0,2010.0,24262
2024-12-06,2015.0,2015.0,1998.0,2000.0,37694
2024-12-09,2000.0,2000.0,1998.0,1998.0,8520
2024-12-10,1998.0,2005.0,1993.0,2005.0,28668
2024-12-11,2000.0,2000.0,1991.0,2000.0,1660
2024-12-12,1999.0,2005.0,1997.0,2000.0,22808
2024-12-13,1999.0,1999.0,1995.0,1999.0,19749
2024-12-16,1999.0,2000.0,1998.0,1999.0,9493
2024-12-17,1998.0,1999.0,1997.0,1999.0,1376
2024-12-18,1999.0,2000.0,1994.0,1999.0,3436
2024-12-19,1999.0,2005.0,1998.0,2000.0,6896
2024-12-20,1996.0,1999.0,1977.0,1998.0,9589
2024-12-23,1998.0,2000.0,1992.0,1993.0,11405
2024-12-24,1990.0,1993.0,1988.0,1993.0,1409
2024-12-26,1994.0,1994.0,1970.0,1970.0,8864
2024-12-27,1970.0,1982.0,1970.0,1980.0,3061
2024-12-30,1980.0,1995.0,1977.0,1995.0,4143
2025-01-02,1995.0,1997.0,1993.0,1993.0,4323
2025-01-03,1993.0,2000.0,1993.0,1997.0,9874
2025-01-06,1997.0,1999.0,1992.0,1997.0,10148
2025-01-07,1999.0,1999.0,1996.0,1996.0,829
2025-01-08,1996.0,1999.0,1996.0,1997.0,131
2025-01-09,1997.0,1998.0,1995.0,1997.0,5709
2025-01-10,1997.0,1999.0,1996.0,1996.0,8045
2025-01-13,1995.0,1996.0,1993.0,1995.0,6861
2025-01-14,1995.0,1998.0,1993.0,1998.0,2141
2025-01-15,1996.0,2000.0,1996.0,1998.0,476
2025-01-16,1999.0,1999.0,1998.0,1998.0,1439
2025-01-17,1998.0,1999.0,1996.0,1999.0,4558
2025-01-20,1999.0,1999.0,1981.0,1982.0,3080
2025-01-21,1984.0,1988.0,1982.0,1987.0,890
2025-01-22,1987.0,1994.0,1980.0,1993.0,764
2025-01-23,1990.0,1996.0,1985.0,1990.0,4101
2025-01-24,1990.0,2000.0,1990.0,1990.0,2784
2025-01-31,1990.0,1996.0,1990.0,1994.0,20279
2025-02-03,1994.0,2000.0,1993.0,2000.0,3186
2025-02-04,1999.0,2010.0,1999.0,2005.0,28547
2025-02-05,2005.0,2010.0,2000.0,2010.0,4819
2025-02-06,2010.0,2015.0,2005.0,2015.0,2726
2025-02-07,2015.0,2015.0,2000.0,2010.0,7757
2025-02-10,2005.0,2015.0,2005.0,2015.0,24261
2025-02-11,2010.0,2020.0,2005.0,2020.0,11881
2025-02-12,2010.0,2015.0,2005.0,2010.0,7295
2025-02-13,2005.0,2015.0,2005.0,2015.0,4687
2025-02-14,2015.0,2015.0,2010.0,2015.0,130
2025-02-17,2015.0,2015.0,2005.0,2015.0,3143
2025-02-18,2005.0,2015.0,2005.0,2015.0,9375
2025-02-19,2010.0,2020.0,2010.0,2020.0,14508
2025-02-20,2010.0,2020.0,2010.0,2015.0,1379
2025-02-21,2010.0,2025.0,2010.0,2025.0,14538
2025-02-24,2020.0,2020.0,2005.0,2020.0,3231
2025-02-25,2010.0,2020.0,2005.0,2020.0,18286
2025-02-26,2020.0,2020.0,2015.0,2020.0,15361
2025-02-27,2020.0,2025.0,2020.0,2025.0,9055
2025-02-28,2020.0,2020.0,2005.0,2015.0,4551
2025-03-04,2015.0,2020.0,2005.0,2020.0,4619
2025-03-05,2015.0,2020.0,2015.0,2020.0,80
2025-03-06,2015.0,2015.0,2010.0,2015.0,2833
2025-03-07,2005.0,2015.0,2005.0,2015.0,1501
2025-03-10,2015.0,2015.0,2005.0,2005.0,5088
2025-03-11,2010.0,2015.0,2005.0,2005.0,3699
2025-03-12,2010.0,2015.0,2010.0,2015.0,2161
2025-03-13,2010.0,2015.0,2010.0,2015.0,4932
2025-03-14,2015.0,2015.0,2005.0,2015.0,507
2025-03-17,2005.0,2015.0,2005.0,2015.0,1035
2025-03-18,2015.0,2015.0,2010.0,2015.0,2877
2025-03-19,2015.0,2020.0,2010.0,2015.0,139
2025-03-20,2005.0,2015.0,2005.0,2015.0,2855
2025-03-21,2015.0,2015.0,2005.0,2015.0,174
2025-03-24,2005.0,2020.0,2005.0,2005.0,196
2025-03-25,2005.0,2005.0,1980.0,2005.0,5764
2025-03-26,2005.0,2015.0,2000.0,2010.0,302
2025-03-27,2010.0,2015.0,2010.0,2015.0,584
2025-03-28,2015.0,2020.0,2015.0,2015.0,10879
2025-03-31,2010.0,2015.0,2005.0,2015.0,3927
2025-04-01,2015.0,2020.0,2005.0,2020.0,1466
2025-04-02,2015.0,2020.0,2015.0,2020.0,22171
2025-04-03,2005.0,2025.0,2005.0,2020.0,15079
2025-04-04,2010.0,2020.0,2000.0,2015.0,6220
2025-04-07,2010.0,2015.0,2005.0,2010.0,9904
2025-04-08,2005.0,2010.0,1986.0,2000.0,39308
2025-04-09,1998.0,2000.0,1996.0,1999.0,3063
2025-04-10,2000.0,2005.0,1999.0,2000.0,82263
2025-04-11,1999.0,2010.0,1999.0,2000.0,10241
2025-04-14,2000.0,2010.0,1999.0,2005.0,55633
2025-04-15,2000.0,2010.0,2000.0,2010.0,6815
2025-04-16,2005.0,2007.0,2000.0,2007.0,10394
2025-04-17,2010.0,2010.0,2005.0,2010.0,1026
2025-04-18,2005.0,2020.0,2005.0,2010.0,19002
2025-04-21,2010.0,2020.0,2010.0,2010.0,5399
2025-04-22,2010.0,2015.0,2005.0,2015.0,19231
2025-04-23,2020.0,2025.0,2020.0,2025.0,25364
2025-04-24,2020.0,2027.0,2020.0,2020.0,10171
2025-04-25,2015.0,2035.0,2015.0,2035.0,32820
2025-04-28,2020.0,2040.0,2020.0,2040.0,13433
2025-04-29,2030.0,2050.0,2030.0,2030.0,7443
2025-04-30,2030.0,2040.0,2025.0,2040.0,3775
2025-05-02,2040.0,2060.0,2030.0,2045.0,3715
2025-05-07,2035.0,2050.0,2035.0,2045.0,4352
2025-05-08,2040.0,2070.0,2040.0,2045.0,6951
2025-05-09,2040.0,2050.0,2035.0,2050.0,11369
2025-05-12,2035.0,2060.0,2035.0,2045.0,35224
2025-05-13,2040.0,2050.0,2040.0,2050.0,1728
2025-05-14,2040.0,2055.0,2040.0,2045.0,8924
2025-05-15,2040.0,2050.0,2040.0,2045.0,1203
2025-05-16,2040.0,2060.0,2040.0,2050.0,12076
2025-05-19,2045.0,2060.0,2045.0,2050.0,34332
2025-05-20,2045.0,2050.0,2045.0,2050.0,223
2025-05-21,2050.0,2060.0,2050.0,2060.0,7203
2025-05-22,2055.0,2060.0,2050.0,2060.0,2272
2025-05-23,2055.0,2060.0,2050.0,2060.0,310
2025-05-26,2060.0,2070.0,2055.0,2070.0,1668
2025-05-27,2050.0,2070.0,2050.0,2070.0,4061
2025-05-28,2070.0,2070.0,2055.0,2070.0,3604
2025-05-29,2055.0,2065.0,2055.0,2065.0,140
2025-05-30,2055.0,2080.0,2055.0,2060.0,2914
2025-06-02,2070.0,2070.0,2055.0,2065.0,32
2025-06-04,2060.0,2060.0,2055.0,2060.0,2367
2025-06-05,2060.0,2065.0,2060.0,2065.0,3073
2025-06-09,2060.0,2070.0,2055.0,2070.0,7834
2025-06-10,2070.0,2070.0,2060.0,2070.0,2397
2025-06-11,2060.0,2070.0,2060.0,2070.0,2071
2025-06-12,2065.0,2070.0,2060.0,2070.0,696
2025-06-13,2060.0,2070.0,2060.0,2065.0,448
2025-06-16,2060.0,2085.0,2060.0,2085.0,15187
2025-06-17,2060.0,2080.0,2060.0,2080.0,139
2025-06-18,2060.0,2075.0,2055.0,2070.0,1793
2025-06-19,2060.0,2070.0,2050.0,2050.0,7690
2025-06-20,2055.0,2060.0,2050.0,2055.0,1883
2025-06-23,2055.0,2055.0,2045.0,2050.0,1693
2025-06-24,2050.0,2050.0,2025.0,2030.0,30390
2025-06-25,2035.0,2040.0,2035.0,2035.0,671
2025-06-26,2050.0,2050.0,2035.0,2050.0,16
2025-06-27,2045.0,2055.0,2030.0,2055.0,10665
2025-06-30,2035.0,2055.0,2010.0,2055.0,13853
2025-07-01,2030.0,2055.0,2030.0,2050.0,12214
2025-07-02,2045.0,2055.0,2040.0,2040.0,3105
2025-07-03,2035.0,2045.0,2035.0,2045.0,8003
2025-07-04,2040.0,2045.0,2040.0,2045.0,1059
2025-07-07,2040.0,2040.0,2035.0,2037.0,358
2025-07-08,2040.0,2045.0,2025.0,2040.0,8772
2025-07-09,2040.0,2040.0,2030.0,2030.0,2357
2025-07-10,2030.0,2030.0,2025.0,2025.0,2887
2025-07-11,2030.0,2030.0,2025.0,2025.0,3150
2025-07-14,2030.0,2040.0,2025.0,2035.0,1271
2025-07-15,2030.0,2032.0,2030.0,2030.0,2583
2025-07-16,2030.0,2035.0,2025.0,2025.0,2225
2025-07-17,2025.0,2030.0,2025.0,2030.0,1789
2025-07-18,2025.0,2035.0,2025.0,2030.0,5423
2025-07-21,2025.0,2040.0,2025.0,2040.0,15388
2025-07-22,2030.0,2035.0,2030.0,2030.0,931
2025-07-23,2030.0,2030.0,2025.0,2025.0,13954
2025-07-24,2025.0,2025.0,2020.0,2025.0,4281
2025-07-25,2025.0,2030.0,2025.0,2025.0,13436
2025-07-28,2030.0,2035.0,2025.0,2030.0,152
2025-07-29,2025.0,2030.0,2025.0,2030.0,2222
2025-07-30,2030.0,2035.0,2025.0,2035.0,1522
2025-07-31,2035.0,2035.0,2020.0,2035.0,1670
2025-08-01,2030.0,2030.0,2025.0,2030.0,2534
2025-08-04,2035.0,2035.0,2025.0,2030.0,3977
2025-08-05,2025.0,2030.0,2025.0,2030.0,1775
2025-08-06,2025.0,2030.0,2025.0,2030.0,2841
2025-08-07,2025.0,2025.0,2022.0,2025.0,5066
2025-08-08,2025.0,2035.0,2025.0,2035.0,4030
2025-08-11,2025.0,2035.0,2025.0,2035.0,1201
2025-08-12,2025.0,2035.0,2025.0,2035.0,1122
2025-08-13,2025.0,2035.0,2025.0,2030.0,130
2025-08-14,2020.0,2035.0,2020.0,2035.0,1215
2025-08-18,2030.0,2040.0,2020.0,2040.0,20675
2025-08-19,2035.0,2040.0,2030.0,2030.0,153
2025-08-20,2025.0,2030.0,2022.0,2030.0,9166
2025-08-21,2025.0,2030.0,2025.0,2025.0,2295
2025-08-22,2025.0,2030.0,2020.0,2025.0,17021
2025-08-25,2025.0,2035.0,2025.0,2035.0,185
2025-08-26,2025.0,2030.0,2025.0,2030.0,78
2025-08-27,2025.0,2030.0,2025.0,2025.0,426
2025-08-28,2025.0,2040.0,2020.0,2030.0,1878
2025-08-29,2025.0,2032.0,2025.0,2030.0,2393
2025-09-01,2025.0,2055.0,2015.0,2030.0,40546
2025-09-02,2035.0,2035.0,2030.0,2035.0,963
2025-09-03,2035.0,2035.0,2025.0,2035.0,1263
2025-09-04,2035.0,2035.0,2030.0,2030.0,1478
