date,open,high,low,close,volume
2020-01-02,45750.0,45950.0,45150.0,45600.0,1512362
2020-01-03,46150.0,46600.0,45350.0,45650.0,1892001
2020-01-06,44950.0,45700.0,44700.0,45700.0,1212706
2020-01-07,45800.0,46600.0,45750.0,46300.0,1655637
2020-01-08,46400.0,47500.0,45900.0,46700.0,3625223
2020-01-09,48000.0,48500.0,47300.0,48400.0,2643434
2020-01-10,48750.0,49300.0,48000.0,48550.0,2342259
2020-01-13,48850.0,49500.0,48450.0,49500.0,2297331
2020-01-14,49600.0,50600.0,49500.0,49750.0,3776068
2020-01-15,49100.0,49700.0,49000.0,49250.0,3151318
2020-01-16,48750.0,50500.0,48700.0,50400.0,1734748
2020-01-17,50700.0,51200.0,50400.0,50900.0,2192507
2020-01-20,51100.0,52500.0,51000.0,52200.0,3405491
2020-01-21,51600.0,52100.0,51000.0,51000.0,2591716
2020-01-22,50300.0,51900.0,50300.0,51100.0,2775348
2020-01-23,51600.0,51700.0,50000.0,50300.0,2419343
2020-01-28,48400.0,49200.0,48300.0,49100.0,3157911
2020-01-29,49750.0,50200.0,49450.0,49600.0,2066704
2020-01-30,49500.0,49550.0,47950.0,47950.0,2526970
2020-01-31,48000.0,49000.0,47500.0,47500.0,2976123
2020-02-03,46700.0,48400.0,46500.0,47750.0,2541142
2020-02-04,48300.0,49800.0,47900.0,49650.0,2804961
2020-02-05,51300.0,51400.0,49800.0,50700.0,2396249
2020-02-06,51000.0,51300.0,50600.0,51300.0,2322521
2020-02-07,51300.0,51600.0,50700.0,51200.0,1991501
2020-02-10,50300.0,51000.0,50100.0,51000.0,1900584
2020-02-11,51000.0,51600.0,51000.0,51000.0,2090150
2020-02-12,51200.0,51400.0,50500.0,50900.0,1951794
2020-02-13,51400.0,51900.0,51100.0,51400.0,2076607
2020-02-14,51600.0,52800.0,51400.0,52700.0,3009997
2020-02-17,52900.0,53000.0,52500.0,52500.0,2330946
2020-02-18,52100.0,52300.0,51000.0,51000.0,2581442
2020-02-19,50700.0,51500.0,50000.0,51100.0,2681487
2020-02-20,51400.0,51800.0,50900.0,50900.0,1875311
2020-02-21,50200.0,50800.0,50200.0,50400.0,1931325
2020-02-24,49300.0,49600.0,48500.0,48700.0,3559473
2020-02-25,47950.0,49700.0,47950.0,49600.0,3759466
2020-02-26,48150.0,49000.0,48100.0,48100.0,3118050
2020-02-27,48100.0,48600.0,47500.0,47550.0,2079918
2020-02-28,46500.0,47000.0,45550.0,45550.0,3872934
2020-03-02,45650.0,46900.0,44900.0,46000.0,4067855
2020-03-03,47850.0,48350.0,46600.0,46600.0,3308530
2020-03-04,46100.0,48600.0,46050.0,48200.0,3658066
2020-03-05,49000.0,49250.0,48450.0,49050.0,2588823
2020-03-06,48000.0,48250.0,47350.0,47450.0,3419692
2020-03-09,46000.0,46650.0,45500.0,45500.0,3515886
2020-03-10,44800.0,46200.0,44750.0,45500.0,5812655
2020-03-11,46000.0,46100.0,44200.0,44350.0,3413664
2020-03-12,43100.0,44250.0,42000.0,43100.0,4624793
2020-03-13,40000.0,43900.0,39250.0,42700.0,5773939
2020-03-16,42950.0,43400.0,41000.0,41000.0,4531444
2020-03-17,39200.0,41650.0,39000.0,39650.0,4684902
2020-03-18,39950.0,40500.0,38000.0,38000.0,3745813
2020-03-19,38100.0,38600.0,34900.0,35450.0,5640126
2020-03-20,36500.0,38300.0,36450.0,38000.0,4623584
2020-03-23,36050.0,36800.0,35600.0,36000.0,3367606
2020-03-24,36900.0,39150.0,36500.0,39150.0,4179097
2020-03-25,42500.0,42550.0,40200.0,41450.0,4241958
2020-03-26,41500.0,42050.0,40250.0,40750.0,3762796
2020-03-27,42300.0,42500.0,40550.0,41100.0,3423688
